"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00515000","1990","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","161.9","","161.9","0","83","0","41","0","0","","0","0","0","0","0","0","0","0","254","0","0","0","6.7","0,0219,","0",",0,1231,+","0",",0,1231,+","79.2",",0,1124,","27.2","0,0828,","441.7","","441.7","0","711.9",",0","0",",0","17.67","0","22.01","0","13.34","0"
"USC00515000","1991","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","","","","","68","0","33","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","51.6",",0,0128,","","","","","","","355.0",",0","0",",0","","","","","",""
"USC00515000","1992","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","203.9","","203.9","0","85","0","33","0","0","","0","0","0","0","0","0","0","0","275","0","0","0","7.8","0,0210,","0",",0,1231,+","0",",0,1231,+","100.3",",0,0115,","27.8","0,0929,","375.6","","375.6","0","620.5",",0","0",",0","17.89","0","22.24","0","13.53","0"
"USC00515000","1993","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","151.1","","151.1","0","73","0","39","0","0","","0","0","0","0","0","0","0","0","262","0","0","0","7.2","0,0216,+","0",",0,1231,+","0",",0,1231,+","53.8",",0,1025,","31.7","0,0817,","436.6","","436.6","0","473.6",",0","0",",0","17.36","0","22.00","0","12.73","0"
"USC00515000","1994","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","162.6","","162.6","0","70","0","31","0","0","","0","0","0","0","0","0","0","0","270","0","0","0","8.3","0,0131,","0",",0,1231,+","0",",0,1231,+","56.1",",0,0216,","26.7","0,0727,","419.1","","419.1","0","433.2",",0","0",",0","17.70","0","22.31","0","13.10","0"
"USC00515000","1995","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","175.5","","175.5","0","59","0","25","0","0","","0","0","0","0","0","0","0","0","284","0","0","0","7.2","0,0213,+","0",",0,1231,+","0",",0,1231,+","62.5",",0,1231,","26.7","0,1103,+","372.0","","372.0","0","340.5",",0","0",",0","17.93","0","22.52","0","13.33","0"
"USC00515000","1996","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","228.5","","228.5","0","94","0","51","0","0","","0","0","0","0","0","0","0","0","277","0","0","0","6.1","0,0502,","0",",0,1231,+","0",",0,1231,+","143.8",",0,1224,","27.8","0,1227,","263.6","","263.6","0","992.5",",0","0",",0","17.99","0","22.45","0","13.53","0"
"USC00515000","1997","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","184.7","","184.7","0","89","0","46","0","0","","0","0","0","0","0","0","0","0","300","0","0","0","8.3","0,0120,+","0",",0,1231,+","0",",0,1231,+","68.6",",0,0318,","27.8","0,0827,+","330.2","","330.2","0","761.2",",0","0",",0","17.92","0","22.59","0","13.25","0"
"USC00515000","1998","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","78.1","","78.1","0","65","0","23","0","","","0","0","0","0","0","0","0","0","264","0","0","0","8.3","0,0203,","","","0",",0,1231,+","52.8",",0,0106,","26.1","0,0914,+","444.8","","444.8","0","257.6",",0","0",",0","17.32","0","22.11","0","12.52","0"
"USC00515000","1999","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","66.3","","66.3","0","57","0","26","0","0","","0","0","0","0","0","0","0","0","274","0","0","0","9.4","0,1229,+","0",",0,1231,+","0",",0,1231,+","35.8",",0,0109,","27.2","0,1020,","402.1","","402.1","0","315.1",",0","0",",0","17.32","0","22.03","0","12.61","0"
"USC00515000","2000","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","136.8","","136.8","0","54","0","21","0","0","","0","0","0","0","0","0","0","0","303","0","0","0","7.8","0,0124,+","0",",0,1231,+","0",",0,1231,+","47.2",",0,1103,","27.2","0,0508,","416.5","","416.5","0","302.3",",0","0",",0","17.66","0","22.55","0","12.78","0"
"USC00515000","2001","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","","","","","59","0","26","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","95.0",",0,1128,","","","","","","","402.4",",0","0",",0","","","","","",""
"USC00515000","2002","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","143.9","","143.9","0","75","0","43","0","0","","0","0","0","0","0","0","0","0","289","0","0","0","7.8","0,0228,+","0",",0,1231,+","0",",0,1231,+","91.4",",0,0318,","27.8","0,1005,","321.2","","321.2","0","770.3",",0","0",",0","17.76","0","22.26","0","13.27","0"
"USC00515000","2003","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","212.8","","212.8","0","79","0","38","0","0","","0","0","0","0","0","0","0","0","299","0","0","0","7.2","0,0117,","0",",0,1231,+","0",",0,1231,+","69.9",",0,1202,","27.2","0,1120,+","330.2","","330.2","0","526.0",",0","0",",0","18.05","0","22.76","0","13.34","0"
"USC00515000","2004","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","232.3","","232.3","0","97","0","43","0","0","","0","0","0","0","0","0","0","0","297","0","0","0","7.2","0,0309,","0",",0,1231,+","0",",0,1231,+","106.4",",0,0228,","27.2","0,0923,","254.0","","254.0","0","802.5",",0","0",",0","18.27","0","22.72","0","13.82","0"
"USC00515000","2005","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","168.5","","168.5","0","81","0","36","0","0","","0","0","0","0","0","0","0","0","289","0","0","0","7.2","0,0317,+","0",",0,1231,+","0",",0,1231,+","59.4",",0,0102,","26.7","0,0927,+","302.6","","302.6","0","639.9",",0","0",",0","17.91","0","22.50","0","13.33","0"
"USC00515000","2006","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","126.9","","126.9","0","80","0","49","0","0","","0","0","0","0","0","0","0","0","270","0","0","0","7.2","0,0210,+","0",",0,1231,+","0",",0,1231,+","124.5",",0,1017,","29.4","0,0727,","362.0","","362.0","0","784.6",",0","0",",0","17.66","0","22.14","0","13.18","0"
"USC00515000","2007","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","117.6","","117.6","0","80","0","32","0","0","","0","0","0","0","0","0","0","0","272","0","0","0","8.3","0,0404,+","0",",0,1231,+","0",",0,1231,+","39.6",",0,1203,","26.1","0,1026,+","364.8","","364.8","0","574.8",",0","0",",0","17.69","0","22.18","0","13.19","0"
"USC00515000","2008","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","86.5","","86.5","0","91","0","31","0","0","","0","0","0","0","0","0","0","0","234","0","0","0","8.9","0,0114,","0",",0,1231,+","0",",0,1231,+","63.0",",0,1212,","27.2","0,0501,","395.0","","395.0","0","431.4",",0","0",",0","17.39","0","21.73","0","13.06","0"
"USC00515000","2009","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","166.7","","166.7","0","84","0","36","0","0","","0","0","0","0","0","0","0","0","242","0","0","0","7.2","0,0118,","0",",0,1231,+","0",",0,1231,+","67.1",",0,0117,","28.3","0,0812,","477.3","","477.3","0","458.0",",0","0",",0","17.55","0","21.89","0","13.21","0"
"USC00515000","2010","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","65.7","","65.7","0","82","0","23","0","0","","0","0","0","0","0","0","0","0","270","0","0","0","8.3","0,0218,","0",",0,1231,+","0",",0,1231,+","39.1",",0,1211,","26.7","0,1028,+","380.3","","380.3","0","285.6",",0","0",",0","17.43","0","22.02","0","12.84","0"
"USC00515000","2011","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","49.0","","49.0","K","86","K","31","K","","","","","0","K","0","K","0","K","265","K","0","K","8.3","K,0131,","","","","","98.6",",K,0113,","26.7","K,0905,","337.3","","337.3","K","501.5",",K","","","17.43","K","21.79","K","13.08","K"
"USC00515000","2012","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","50.0","","50.0","7","69","7","19","7","","","","","0","7","0","7","0","7","258","7","0","7","7.8","7,0209,","","","","","36.6",",7,0304,","28.3","7,0826,","447.9","","447.9","7","289.1",",7","","","17.23","7","21.76","7","12.70","7"
"USC00515000","2013","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","","","","","118","7","46","7","","","","","","","","","","","","","","","","","","","","","40.9",",7,1202,","","","458.1","","458.1","7","563.7",",7","","","","","","","",""
"USC00515000","2014","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","169.2","","169.2","7","","","","","","","","","0","7","0","7","0","7","268","7","0","7","7.2","7,0124,+","","","","","","","28.3","7,0622,","","","","","998.9",",7","","","17.84","7","22.26","7","13.43","7"
"USC00515000","2015","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","278.7","","278.7","7","131","7","55","7","","","","","0","7","0","7","0","7","277","7","0","7","6.7","7,0314,","","","","","99.8",",7,0103,","28.3","7,0901,","383.6","","383.6","7","1014.1",",7","","","18.14","7","22.40","7","13.87","7"
"USC00515000","2016","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","174.4","","174.4","7","118","7","47","7","","","","","0","7","0","7","0","7","280","7","0","7","7.2","7,0209,+","","","","","79.2",",7,0326,","28.3","7,0710,","293.0","","293.0","7","684.0",",7","","","17.91","7","22.35","7","13.46","7"
"USC00515000","2017","20.7584","-156.3212","944.9","KULA BRNCH STATION 324.5, HI US","151.2","","151.2","7","109","7","53","7","","","","","0","7","0","7","0","7","260","7","0","7","7.2","7,0201,+","","","","","129.3",",7,0430,","27.2","7,0927,","347.4","","347.4","7","790.1",",7","","","17.64","7","22.07","7","13.21","7"
